year,month,day,hour,weekday,USD_buy,USD_sell,HKD_buy,HKD_sell,GBP_buy,GBP_sell,AUD_buy,AUD_sell,CAD_buy,CAD_sell,SGD_buy,SGD_sell,CHF_buy,CHF_sell,JPY_buy,JPY_sell,ZAR_buy,ZAR_sell,SEK_buy,SEK_sell,NZD_buy,NZD_sell,THB_buy,THB_sell,PHP_buy,PHP_sell,IDR_buy,IDR_sell,EUR_buy,EUR_sell,KRW_buy,KRW_sell,VND_buy,VND_sell,MYR_buy,MYR_sell,CNY_buy,CNY_sell
2023,7,1,1,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,3,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,4,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,5,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,6,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,7,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,8,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,9,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,10,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,11,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,12,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,13,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,14,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,15,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,16,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,17,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,18,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,19,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,20,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,21,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
2023,7,1,22,5,30.735,31.405,30.735,31.405,3.818,4.022,3.818,4.022,38.38,40.5,38.38,40.5,20.37,21.15,20.37,21.15,23.03,23.94,23.03,23.94,22.45,23.36,22.45,23.36,33.96,35.16,33.96,35.16,0.2066,0.2194,0.2066,0.2194,0,0,0,0,2.5,3.02
